game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,新井 啓太,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,冨岡 航,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,小俣 雄大,,,,,,,,,,,,,,,,,,,,,,,,5,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,西坂 翔吾,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,高橋 直也,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,0,0.0,,,,,,,,1.0,61.0,61.0,61.0,61.0,,,61.0,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,江原 圭介,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,坪井 太郎,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,島田 昴志,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,22.0,11.0,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,増田 純平,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,マシス ジョー,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,岡本 昂大,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,佐々木  惇,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,名智 雄一郎,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,安藤 彬,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,鈴木 大輝,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,角谷  祐輔,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,矢口 俊太,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,杉本 紘一,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,1,31,0.0,31,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,藤井 直樹,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0.0,,,2,0,0.0,0,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,天内 太生,,,,,,,,,,,,,,,,,,,,,,,,6,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,中山 純,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,津野  聡史,,,,,,,,,,,,,,,,,,,,,,,,4,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,濱野 峻伍,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,佐藤 裕亮,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,富田 翔也,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,倉持 悠司,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,朝倉 舜,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,福田  優治,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,BULLSフットボールクラブ,bulls,胎内ディアーズ,deers,14,74,-60,L,,,近藤 怜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,,
9072,2020年11月03日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,BULLSフットボールクラブ,bulls,74,14,60,W,,,永川 勝也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,50.0,25.0,,
