game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,山下 匠,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,小野 真稔,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,池田 哲生,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,志戸摩　朋宏,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,0,0,,,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,金森　寛隼,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,新井 啓太,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,吉原 息吹樹,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,江原 良介,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,江原 圭介,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,増田 純平,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,松川 祐大,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,富治林 令士,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,西川 智貴,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,青木 久倫,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,佐古イドリサ 泰和,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,梶原 太郎,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,大橋 陸,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,中嶋 慶太,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,菅波 克規,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,0,0,,,,,,,,2.0,66.0,33.0,66.0,33.0,,,34.0,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,福山 景太,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,水田 貴之,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,佐藤 勇真,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,今西 亮平,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,1.0,9.0,9.0,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,廣瀬 海斗,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,奈良 隆之,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,平野 仁嗣,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,徳永 正幾,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,今井 正太郎,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,澗隨 浩俊,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アズワンブラックイーグルス,blackeagles,BULLSフットボールクラブ,bulls,28,0,28,W,,,北村 政仁,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,藤倉　奎悟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,44.0,14.667,,
15937,2021年11月20日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,BULLSフットボールクラブ,bulls,アズワンブラックイーグルス,blackeagles,0,28,-28,L,,,大西 悠斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,22.0,,
