game_id,game_status,game_stadium_id,game_stadium_name,away_team_id,away_team_name,home_team_id,home_team_name,home_team_score,away_team_score,season,week_str
28148,試合終了,68,富士通スタジアム川崎,dentsu,電通,eagles,警視庁,13,6,2022,春季
28149,試合終了,68,富士通スタジアム川崎,triax,TRIAX,bullseyes,ブルザイズ,14,22,2022,春季
28150,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,eagles,警視庁,19,10,2022,春季
30925,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,dentsu,電通,24,21,2022,秋季1節
30926,試合終了,82,MKタクシーフィールドエキスポ,triax,TRIAX,nagoya,名古屋,10,3,2022,秋季1節
30927,試合終了,82,MKタクシーフィールドエキスポ,pirates,パイレーツ,blackeagles,アズワン,6,21,2022,秋季1節
30928,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,eagles,警視庁,21,7,2022,秋季1節
30929,試合終了,57,第一カッターフィールド(秋津サッカー場),bullseyes,ブルザイズ,pirates,パイレーツ,17,6,2022,秋季2節
30930,試合終了,82,MKタクシーフィールドエキスポ,dentsu,電通,nagoya,名古屋,10,42,2022,秋季2節
30931,試合終了,57,第一カッターフィールド(秋津サッカー場),triax,TRIAX,minervaafc,富士フイルム海老名,3,0,2022,秋季2節
30932,試合終了,57,第一カッターフィールド(秋津サッカー場),blackeagles,アズワン,eagles,警視庁,3,24,2022,秋季2節
30933,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,eagles,警視庁,10,13,2022,秋季3節
30934,試合終了,82,MKタクシーフィールドエキスポ,bullseyes,ブルザイズ,blackeagles,アズワン,41,14,2022,秋季3節
30935,試合終了,82,MKタクシーフィールドエキスポ,pirates,パイレーツ,nagoya,名古屋,7,35,2022,秋季3節
30936,試合終了,68,富士通スタジアム川崎,triax,TRIAX,dentsu,電通,38,7,2022,秋季3節
30937,試合終了,82,MKタクシーフィールドエキスポ,eagles,警視庁,nagoya,名古屋,6,17,2022,秋季4節
30938,試合終了,82,MKタクシーフィールドエキスポ,triax,TRIAX,blackeagles,アズワン,49,0,2022,秋季4節
30939,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,dentsu,電通,41,20,2022,秋季4節
30940,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,pirates,パイレーツ,24,13,2022,秋季4節
30941,試合終了,16246,ヨドコウ桜スタジアム,minervaafc,富士フイルム海老名,blackeagles,アズワン,14,15,2022,秋季5節
30942,試合終了,16246,ヨドコウ桜スタジアム,bullseyes,ブルザイズ,nagoya,名古屋,8,14,2022,秋季5節
30943,試合終了,68,富士通スタジアム川崎,triax,TRIAX,eagles,警視庁,38,0,2022,秋季5節
30944,試合終了,68,富士通スタジアム川崎,dentsu,電通,pirates,パイレーツ,10,10,2022,秋季5節
30945,試合終了,68,富士通スタジアム川崎,dentsu,電通,eagles,警視庁,7,40,2022,秋季6節
30946,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,minervaafc,富士フイルム海老名,30,12,2022,秋季6節
30947,試合終了,68,富士通スタジアム川崎,triax,TRIAX,pirates,パイレーツ,26,3,2022,秋季6節
30948,試合終了,87,神戸市王子スタジアム,nagoya,名古屋,blackeagles,アズワン,7,13,2022,秋季6節
30949,試合終了,33568,マルヤス岡崎龍北スタジアム,minervaafc,富士フイルム海老名,nagoya,名古屋,21,24,2022,秋季7節
30950,試合終了,87,神戸市王子スタジアム,dentsu,電通,blackeagles,アズワン,20,28,2022,秋季7節
30951,試合終了,68,富士通スタジアム川崎,pirates,パイレーツ,eagles,警視庁,17,14,2022,秋季7節
30952,試合終了,68,富士通スタジアム川崎,triax,TRIAX,bullseyes,ブルザイズ,20,27,2022,秋季7節
30953,試合終了,68,富士通スタジアム川崎,dentsu,電通,hel-lions,オール三菱,15,28,2022,入替戦
35243,試合終了,68,富士通スタジアム川崎,pirates,パイレーツ,fukuoka-suns,otonari福岡,14,9,2022,入替戦
28151,試合終了,87,神戸市王子スタジアム,blackeagles,アズワン,impulse,パナソニック,69,0,2022,グリーンボウルトーナメント
28152,試合終了,87,神戸市王子スタジアム,elecom,エレコム神戸,challengers,アサヒ飲料,20,27,2022,グリーンボウルトーナメント
28153,試合終了,82,MKタクシーフィールドエキスポ,elecom,エレコム神戸,impulse,パナソニック,28,7,2022,グリーンボウルトーナメント
28154,試合終了,82,MKタクシーフィールドエキスポ,blackeagles,アズワン,challengers,アサヒ飲料,29,7,2022,グリーンボウルトーナメント
